,sku,reference_interne_magasin,name,status,on_selection,unite_prix,prix_public,short_description,poids_portion,nbre_portion,price,prix_kilo_site,tax_class_id,marge_arriere,cost,image,small_image,thumbnail,image_label,small_image_label,thumbnail_label,_product_websites,store,websites,commercant,,,,produit_de_saison,,categories,Maturité (choisir une option):drop_down:1,,saisonnalite,producteur,lien_producteur,origine,labels_produits,produit_biologique,description,suggestion_utilisation,conseil_commercant,poids_par_pers,weight,notes_com,meta_title,meta_description,us_skus,re_skus,cs_skus
,MPB17-FRO-1072,7,Fraises Guariguette,Activé,0,piece,6.95 €,La barquette de 250g,0.250,1,6.95 €,6.95 €/piece,5,0.20,5.27 €,fraiseespagne.jpg,fraiseespagne.jpg,fraiseespagne.jpg,Fraises Guariguette,Fraises Guariguette,Fraises Guariguette,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits rouges,,Non,Primeur/Pascal Bassard Primeur/Tous les fruits,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits rouges,,456,,,,France Corrèze,,Non,"Chaque année au printemps, les fraises font leur retour sur les étals et ce, pour notre plus grand plaisir ! Elles redonnent des couleurs à nos assiettes, émoustillent nos papilles… et surtout, nous apportent une bonne dose de vitamines et d’antioxydants. Peu caloriques, elles peuvent même se consommer sans modération. Il ne vous reste plus qu’à trouver la variété la plus à votre goût",,,,0.250,,Fraises Guariguette - Au Pas De Courses,"Fraises Guariguette - Pascal Bassard Primeur - La barquette de 250g - Chaque année au printemps, les fraises font leur retour sur les étals et ce, pour notre pl",MPB17-FRO-1064,re::^MPB17-FRO,
x,MPB17-FRO-1065,90,Framboise,0,0,barquette,5.95 €,La barquette de 125g,0.125,1,5.95 €,5.95 €/barquette,5,0.20,4.51 €,framboise.jpg,framboise.jpg,framboise.jpg,Framboise,Framboise,Framboise,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits rouges,,Non,Primeur/Pascal Bassard Primeur/Tous les fruits,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits rouges,,456789ON,,,,Maroc,,Non,"Sensuelle et charnue, la framboise possède une saveur parfumée et suave. Elle se déguste nature ou cuisinée, mais reste fragile. Ce petit fruit rouge présente un apport calorique modéré : avec elle, alliez plaisir en bouche et bien-être !",,,,0.125,,Framboise - Au Pas De Courses,"Framboise - Pascal Bassard Primeur - La barquette de 125g - Sensuelle et charnue, la framboise possède une saveur parfumée et suave. Elle se déguste nature ou c",,re::^MPB17-FRO,
x,MPB17-FEX-1126,,Grenade,0,0,pièce,2.40 €,La pièce de 300g environ,0.300,1,2.40 €,2.4 €/pièce,5,0.20,1.82 €,PBP17-grenade.jpg,PBP17-grenade.jpg,PBP17-grenade.jpg,Grenade,Grenade,Grenade,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits exotiques,,Non,Primeur/Pascal Bassard Primeur/Tous les fruits,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits exotiques,,12ND,,,,Espagne,,Non,La grenade est récoltée depuis des millénaires autour du bassin méditerranéen. C'est un aliment plaisir qui apportera originalité et lumière dans vos plats et desserts.,,,,0.300,,Grenade - Au Pas De Courses,Grenade - Pascal Bassard Primeur - La pièce de 300g environ - La grenade est récoltée depuis des millénaires autour du bassin méditerranéen. C'est un aliment pl,,re::^MPB17-FEX,
x,MPB17-FRO-1028,287,Groseille à maquereaux,0,0,barquette,3.95 €,La barquette de 125g,0.125,1,3.95 €,3.95 €/barquette,5,0.20,3.00 €,CDV17-groseillemaq.jpg,CDV17-groseillemaq.jpg,CDV17-groseillemaq.jpg,Groseille à maquereaux,Groseille à maquereaux,Groseille à maquereaux,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits rouges,,Non,Primeur/Pascal Bassard Primeur/Tous les fruits,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits rouges,,678,Stock limité,,,France,,Non,,,,,0.125,,Groseille à maquereaux - Au Pas De Courses,Groseille à maquereaux - Pascal Bassard Primeur - La barquette de 125g - ,,,
,MPB17-AUL-1048,91,Haricots Coco de Paimpol,0,0,kg,3.95 €,Le kilo,1.000,1,3.95 €,3.95 €/kg,5,0.20,3.00 €,cocoplat.jpg,cocoplat.jpg,cocoplat.jpg,Haricots Coco de Paimpol,Haricots Coco de Paimpol,Haricots Coco de Paimpol,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes,,789,,,,France,,Non,"Le haricot plat appartient à la même espèce que le haricot vert que l'on consomme couramment, Phaseolus vulgaris. Il a les mêmes origines tropicales et offre des caractéristiques nutritionnelles comparables à celles de ce dernier : peu calorique, digeste, et relativement bien pourvu en vitamines C, pro-A et B9 ainsi qu'en fibres. Il se sème, se cultive et se récolte également de la même manière et aux mêmes époques : au potager, il est donc sans surprise par rapport au haricot vert classique.",,,,1.000,,Haricots Coco de Paimpol - Au Pas De Courses,"Haricots Coco de Paimpol - Pascal Bassard Primeur - Le kilo - Le haricot plat appartient à la même espèce que le haricot vert que l'on consomme couramment, Phas",,,
,MPB17-FSE-1033,,Jus de Poire Automne Alain Milliat,Activé,0,pièce,5.80 €,La bouteille de 1 litre,1.000,1,5.80 €,5.8 €/pièce,5,0.20,4.40 €,PBP17-Millat-poireautomne.jpg,PBP17-Millat-poireautomne.jpg,PBP17-Millat-poireautomne.jpg,Jus de Poire Automne Alain Milliat,Jus de Poire Automne Alain Milliat,Jus de Poire Automne Alain Milliat,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Epicerie,Jus de fruits Alain Milliat,;;Epicier/Pascal Bassard Primeur/Jus de fruits Alain Milliat,Non,Primeur/Pascal Bassard Primeur/Epicerie,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Epicerie/Jus de fruits Alain Milliat;;Epicier/Pascal Bassard Primeur/Jus de fruits Alain Milliat,,,,Alain Millat,http://www.alain-milliat.com/fr/,,,Non,,,,,1.000,,Jus de Poire Automne Alain Milliat - Au Pas De Courses,Jus de Poire Automne Alain Milliat - Pascal Bassard Primeur - La bouteille de 1 litre - ,,"re::^MPB17-FSE-102,re::^MPB17-FSE-102,re::^FDB17-VEB,re::^FDB17-PER,re::^FDB17-HUI",
,MPB17-FSE-1023,,Jus Raisin Rouge Merlot Alain Milliat,0,0,pièce,5.50 €,La bouteille de 1 litre,1.000,1,5.50 €,5.5 €/pièce,5,0.20,4.17 €,PBP17-Millat-raisinmerlot.jpg,PBP17-Millat-raisinmerlot.jpg,PBP17-Millat-raisinmerlot.jpg,Jus Raisin Rouge Merlot Alain Milliat,Jus Raisin Rouge Merlot Alain Milliat,Jus Raisin Rouge Merlot Alain Milliat,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Epicerie,Jus de fruits Alain Milliat,;;Epicier/Pascal Bassard Primeur/Jus de fruits Alain Milliat,Non,Primeur/Pascal Bassard Primeur/Epicerie,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Epicerie/Jus de fruits Alain Milliat;;Epicier/Pascal Bassard Primeur/Jus de fruits Alain Milliat,,,,Alain Millat,http://www.alain-milliat.com/fr/,,,Non,,,,,1.000,,Jus Raisin Rouge Merlot Alain Milliat - Au Pas De Courses,Jus Raisin Rouge Merlot Alain Milliat - Pascal Bassard Primeur - La bouteille de 1 litre - ,,"re::^MPB17-FSE-102,re::^MPB17-FSE-102,re::^FDB17-VEB,re::^FDB17-PER,re::^FDB17-HUI",
x,MPB17-FEX-1128,159,Kaki Persimon,0,0,kg,3.95 €,La pièce (environ 400g),0.400,1,1.58 €,3.95 €/kg,5,0.20,1.20 €,PBP17-Kaki.jpg,PBP17-Kaki.jpg,PBP17-Kaki.jpg,Kaki Persimon,Kaki Persimon,Kaki Persimon,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits exotiques,,Non,Primeur/Pascal Bassard Primeur/Tous les fruits,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits exotiques,,1OND,,,,Espagne,,Non,"Le kaki est un fruit méditerranéen dont les couleurs vives égayent le cœur de l'hiver. Selon la variété, sa chair est fondante ou croquante, mais toujours parfumée et sucrée. Fruit festif et dépaysant, il est néanmoins fragile, et mérite toutes les attentions. Le kaki persimon, à la différence du kaki traditionnel peut se consommer ferme.",,,,0.400,Saison: 1OND,Kaki Persimon - Au Pas De Courses,Kaki Persimon - Pascal Bassard Primeur - La pièce (environ 400g) - Le kaki est un fruit méditerranéen dont les couleurs vives égayent le cœur de l'hiver. Selon ,,re::^MPB17-FEX,
,MPB17-OAE-1115,278,"La botte d'oignon frais rouge
",0,0,pièce,2.50 €,La botte,,1,2.50 €,2.5 €/pièce,5,0.20,1.90 €,PBP17-botteoignonrouge.jpg,PBP17-botteoignonrouge.jpg,PBP17-botteoignonrouge.jpg,"La botte d'oignon frais rouge
","La botte d'oignon frais rouge
","La botte d'oignon frais rouge
",apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,"Oignons, Ails & Echalottes",,Oui,Primeur/Pascal Bassard Primeur/Tous les légumes,"Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Oignons, Ails & Echalottes;;Primeur/Pascal Bassard Primeur/Fruits et légumes de saison",,3456789O,,,,France,,Non,,,,,0.000,,"La botte d'oignon frais rouge
 - Au Pas De Courses","La botte d'oignon frais rouge
 - Pascal Bassard Primeur - La botte - ",,,
,MPB17-AUL-1046,230,La botte de radis colorés,0,0,pièce,3.95 €,La botte,0.500,1,3.95 €,3.95 €/pièce,5,0.20,3.00 €,PBP17-radiscolore.jpg,PBP17-radiscolore.jpg,PBP17-radiscolore.jpg,La botte de radis colorés,La botte de radis colorés,La botte de radis colorés,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes,,4567,Stock limité,,,France,,Non,,,,,0.500,,La botte de radis colorés - Au Pas De Courses,La botte de radis colorés - Pascal Bassard Primeur - La botte - ,,,
x,MPB17-AUF-1093,410,Le lot de 5 Kiwis,0,0,lot,2.50 €,Le lot de 5 pièces de 70g environ chacune,0.210,1,2.50 €,2.5 €/lot,5,0.20,1.90 €,CDV17-lot5kiwis.jpg,CDV17-lot5kiwis.jpg,CDV17-lot5kiwis.jpg,Le lot de 5 Kiwis,Le lot de 5 Kiwis,Le lot de 5 Kiwis,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les fruits,Autres fruits,,Non,Primeur/Pascal Bassard Primeur/Tous les fruits,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les fruits/Autres fruits,,,,,,Nouvelle-Zélande,,Non,,,,,0.210,Siason: 123456789OND,Le lot de 5 Kiwis - Au Pas De Courses,Le lot de 5 Kiwis - Pascal Bassard Primeur - Le lot de 5 pièces de 70g environ chacune - ,MPB17-AUF-1062,re::^MPB17-AGR,
,MPB17-FEX-1095,202,Litchi en branche mûri sur l'arbre,0,0,kg,14.95 €,La portion de 200g,0.200,1,2.99 €,14.95 €/kg,5,0.20,2.27 €,PBP17-litchibranche.jpg,PBP17-litchibranche.jpg,PBP17-litchibranche.jpg,Litchi en branche mûri sur l'arbre,Litchi en branche mûri sur l'arbre,Litchi en branche mûri sur l'arbre,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits exotiques,,Non,Primeur/Pascal Bassard Primeur/Tous les fruits,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits exotiques,,1246789OD,,,,Afrique du Sud,,Non,Litchi mûri sur l'arbre et transporté par avion,,,,0.200,,Litchi en branche mûri sur l'arbre - Au Pas De Courses,Litchi en branche mûri sur l'arbre - Pascal Bassard Primeur - La portion de 200g - Litchi mûri sur l'arbre et transporté par avion,,,
,MPB17-FEX-1250,,Litchi vrac,0,0,kg,9.95 €,La portion de 300g environ,0.300,1,2.99 €,9.95 €/kg,5,0.20,2.26 €,PBP17-litchivrac.jpg,PBP17-litchivrac.jpg,PBP17-litchivrac.jpg,Litchi vrac,Litchi vrac,Litchi vrac,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits exotiques,,Non,Primeur/Pascal Bassard Primeur/Tous les fruits,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits exotiques,,1246789OD,,,,Afrique du Sud,,Non,Litchi transporté par bateau,,,,0.300,,Litchi vrac - Au Pas De Courses,Litchi vrac - Pascal Bassard Primeur - La portion de 300g environ - Litchi transporté par bateau,,,
x,MPB17-SAL-1096,110,Mâche,0,0,pièce,2.40 €,La barquette de 150g,0.150,1,2.40 €,2.4 €/pièce,5,0.20,1.82 €,mache.jpg,mache.jpg,mache.jpg,Mâche,Mâche,Mâche,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Salade,,Oui,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Salade;;Primeur/Pascal Bassard Primeur/Fruits et légumes de saison,,1234OND,,,,France,,Non,"Avec la laitue et la chicorée, la mâche constitue la troisième grande famille de salades. Ces rosettes de feuilles rondes, d’un beau vert foncé et brillant, sont charnues et croquantes. Originaire du bassin méditerranéen, la mâche fait figure de salade hivernale de référence sur les étals, même si elle se consomme tout au long de l’année. Son goût subtil et raffiné vous régale lorsqu’elle est crue, en salade, mais aussi cuite, en velouté et en accompagnement.",,,,0.150,,Mâche - Au Pas De Courses,"Mâche - Pascal Bassard Primeur - La barquette de 150g - Avec la laitue et la chicorée, la mâche constitue la troisième grande famille de salades. Ces rosettes d",,"re::^MPB17-SAL,MPB17-AFR-1134",
,MPB17-AGR-1097,144,Mandarine,0,0,kg,6.95 €,Les 500g,0.500,1,3.48 €,6.95 €/kg,5,0.20,2.64 €,mandarine.jpg,mandarine.jpg,mandarine.jpg,Mandarine,Mandarine,Mandarine,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les fruits,Agrumes,,Oui,Primeur/Pascal Bassard Primeur/Tous les fruits,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les fruits/Agrumes;;Primeur/Pascal Bassard Primeur/Fruits et légumes de saison,,123OND,,ORRI,,Israël,,Non,"La mandarine fait partie de la famille des rutacées. C'est un des agrumes les moins acides. De forme ronde aplatie, sa taille peut variée de 5 à 8 cm de diamètre. Son écorce rouge-orangé est plutôt fine. Ce fruit à chair juteuse développe de délicieuses saveurs acidulées et sucrées. Originaire d'Asie et plus particulièrement de Chine, la mandarine est importée en Europe au XIXe siècle par Alexandre Le Grand. Le terme ""mandarine"" est présent dans notre langage depuis 1773, mais ce n'est qu'à partir de 1848 qu'on la cultive en France. Aujourd'hui, cet agrume que les Arabes surnommaient ""fruit de la grâce"" est essentiellement cultivé en Corse, grâce à la présence de soleil et de chaleur. ",,,,0.500,,Mandarine - Au Pas De Courses,Mandarine - Pascal Bassard Primeur - Les 500g - La mandarine fait partie de la famille des rutacées. C'est un des agrumes les moins acides. De forme ronde aplat,,,
x,MPB17-TOM-1158,10,Mélange de tomates Saveur d'Antan,0,0,kg,6.95 €,Le kilo,1.000,1,6.95 €,6.95 €/kg,5,0.20,5.27 €,PBP17-saveurantant.jpg,PBP17-saveurantant.jpg,PBP17-saveurantant.jpg,Mélange de tomates Saveur d'Antan,Mélange de tomates Saveur d'Antan,Mélange de tomates Saveur d'Antan,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Tomates,,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Tomates,,56789,,Prince de Bretagne,,,,Non,,,,,1.000,,Mélange de tomates Saveur d'Antan - Au Pas De Courses,Mélange de tomates Saveur d'Antan - Pascal Bassard Primeur - Le kilo - ,,"re::^MPB17-TOM,re::PB17-SAL",
x,MPB17-SAL-1017,344,Mesclun,0,0,kg,12.90 €,La portion de 100g environ,0.100,1,1.29 €,12.9 €/kg,5,0.20,0.98 €,PBP17-mesclun.jpg,PBP17-mesclun.jpg,PBP17-mesclun.jpg,Mesclun,Mesclun,Mesclun,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Salade,,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Salade,,,,,,France,,Non,"Autrefois consommé sauvage, le cresson est aujourd’hui cultivé, en petite quantité, dans la moitié nord du pays. Sa production, très délicate, explique encore la faible superficie d’exploitation. Présente toute l’année sur les étals, cette exquise petite salade accompagne et sublime vos recettes salées. Et pour ne rien gâcher, le cresson est riche en fer et en vitamines !",,,,0.100,,Mesclun - Au Pas De Courses,"Mesclun - Pascal Bassard Primeur - La portion de 100g environ - Autrefois consommé sauvage, le cresson est aujourd’hui cultivé, en petite quantité, dans la moit",,re::^MPB17-SAL,
x,MPB17-AUL-1034,256,Mini Champignon,0,0,pièce,1.95 €,La barquette,,1,1.95 €,1.95 €/pièce,5,0.20,1.48 €,PBP17-petitchampi.jpg,PBP17-petitchampi.jpg,PBP17-petitchampi.jpg,Mini Champignon,Mini Champignon,Mini Champignon,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,,Oui,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes;;Primeur/Pascal Bassard Primeur/Fruits et légumes de saison,,12345679OND,Dispo limitée,,,,,Non,,,,,0.000,,Mini Champignon - Au Pas De Courses,Mini Champignon - Pascal Bassard Primeur - La barquette - ,"MPB17-AUL-1037,MPB17-AUL-1039,MPB17-AUL-1114",re::^MPB17-AUL,
,MPB17-AUL-1152,190,Mini Concombre,0,0,kg,9.95 €,La pièce de 140g environ,0.140,1,1.39 €,9.95 €/kg,5,0.20,1.06 €,miniconcombre.jpg,miniconcombre.jpg,miniconcombre.jpg,Mini Concombre,Mini Concombre,Mini Concombre,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes,,56789,,,,,,Non,,,,,0.140,,Mini Concombre - Au Pas De Courses,Mini Concombre - Pascal Bassard Primeur - La pièce de 140g environ - ,MPB17-AUL-1049,,
,MPB17-AUL-1104,89,Mini concombre,0,0,kg,9.95 €,Le kilo,1,1,9.95 €,9.95 €/kg,5,0.20,7.55 €,PBP17-miniconcombre.jpg,PBP17-miniconcombre.jpg,PBP17-miniconcombre.jpg,Mini concombre,Mini concombre,Mini concombre,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes,,56789,,,,France,,Non,,,,,1.000,,Mini concombre - Au Pas De Courses,Mini concombre - Pascal Bassard Primeur - Le kilo - ,,,
,MPB17-AUF-1121,96,Mirabelle,0,0,kg,6.95 €,Les 500g,0.500,1,3.48 €,6.95 €/kg,5,0.20,2.64 €,PBP17_mirabelle.jpg,PBP17_mirabelle.jpg,PBP17_mirabelle.jpg,Mirabelle,Mirabelle,Mirabelle,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les fruits,Autres fruits,,Non,Primeur/Pascal Bassard Primeur/Tous les fruits,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les fruits/Autres fruits,,89,,,,France Lorraine,,Non,"La saison des mirabelles est très courte puisqu’elles ne sont récoltées que durant six semaines à partir de la mi-août. On distingue la mirabelle de Metz de celle de Nancy, la première étant la plus réputée. La mirabelle de Metz est plus petite, sa peau est fine et colorée de jaune et rouge. C’est avec celle-ci que l’on fait les meilleures confitures. La mirabelle de Nancy est plus grosse, sa peau est jaune et épaisse et cette espèce possède une bonne tenue.","Elle s'associe bien avec les autres fruits rouges, la pêche et l'abricot","La mirabelle ne se conserve pas plus de trois jours à température ambiante. Vous pouvez en revanche la congeler, après l’avoir lavée, séchée et dénoyautée.",,0.500,,Mirabelle - Au Pas De Courses,Mirabelle - Pascal Bassard Primeur - Les 500g - La saison des mirabelles est très courte puisqu’elles ne sont récoltées que durant six semaines à partir de la m,,,
,MPB17-TOM-1156,352,Morando,0,0,kg,9.95 €,,,1,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,Morando,Morando,Morando,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Tomates,,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Tomates,,,,,,,,Non,,,,,0.000,,Morando - Au Pas De Courses,Morando - Pascal Bassard Primeur -  - ,,re::^MPB17-TOM,
